Exploratory Prototyping	“A throw-away prototype used to clarify project goals	 to identify requirements	 to examine alternative designs	 or to investigate a large and complex system.”											1311845251	1311845428													
Exploratory Prototyping	"An Exploratory Prototype is a throw-away prototype used to clarify project goals, to identify requirements, to examine alternative designs, or to investigate a large and complex system.

Exploratory prototypes are used when it is necessary for a small experiment to be conducted about a key assumption about the design, ranging from its functionality, to its technical requirements etc.
"		"Benefits of Method: 
-Quick
-Inexpensive
-Informal testing
-Performed early in the design

Deficits of Method: 
-Not a functional prototype from which conclusions about the final design can be made.

Related Methods: Low-Fidelity Prototypes"		Building ideas/concepts/subconcepts							1311845283	1312280284																
Exploratory Prototyping	“A throw-away prototype used to clarify project goals	 to identify requirements	 to examine alternative designs	 or to investigate a large and complex system.” 	prototype	Exploratory prototypes are used when it is necessary for a small experiment to be conducted about a key assumption about the design	 ranging from its functionality	 to its technical requirements etc.		http://roschuni.com/wiki/index.php/Exploratory_Prototyping		Preece	 J.	 Rogers	 Y.	 Sharp	 H.	 Benyon	 D.	 Holland	 S. & Carey	 T. (1994). Human-Computer Interaction. Reading MA: Addison-Wesley.							
Explore	 Represent	 Share	Can be used to design your own user research method. It can be used at the beginning or middle of the design process as a means to expanding ideas	 and widening and informing ones' options.	observe	realize	Can be used to design your own user research method. It can be used at the beginning or middle of the design process as a means to expanding ideas	 and widening and informing ones' options.									1311846082	1311846082											
Explore	 Represent	 Share	"This method is a process that uses written prompts and a structured process to encourage participants to explore ideas, represent them in words, drawings, and objects and share their meaning, thereby increasing awareness and releasing creativity. 

This method can be used to design your own user research method. It can be used at the beginning or middle of the design process as a means to expanding ideas, and widening and informing ones' options."	"Guidelines (design process: a problem-solving journey)[2]
-Accept: accept the problem and let the problem be the generator of the process
-Analyze: be familiar with the problem at hand
Define: determine the issues and what is needed to succeed
-Ideate: identify possible options to achieving the goals
-Select: determine the best possible solution
-Implement: take action
-Evaluate: evaluate your actions/success"	"Benefits of Method:
-Able to expand researchers' ideas
-Increases awareness for new ideas/innovations

Deficits of Method:
-Progress may be hampered by user contact or organization
-May waste potential creativity and resources
-May have blocks to creativity

Related Methods: Task Analysis"	"O'Brien, Denis. The Methods Lab: Explore, Represent, Share.
Koberg, Don, Bagnall, Jim. The Universal Traveler: a Soft-Systems guide to creativity, problem-solving, and the process of reaching goals."	"Building ideas/concepts/subconcepts
Generating ideas/concepts
Evaluating ideas/concepts"							1311846166	1311846256														
Extreme User Interviews	"Extreme User Interviews utilize the perspectives of users at opposite ends of the familiarity spectrum. 

This is most appropriate in the beginning of the design process when trying to evaluate what flaws are apparent in current models of a product."	"This method requires volunteers who are either extremely familiar or completely unfamiliar with a product, a notebook, paper & pencil, appropriate environment for using the product under question/review.

Users who are either extremely familiar or completely unfamiliar with a product are asked to evaluate their experience of using it. "	"Benefits of Method: 
-The unfamiliar user will most likely have an unbiased account of the product since his/her experience in using the product will be very little

Deficits of Method: 
-The familiar user may present some bias in his/her account because he/she is so familiar with the product that particular attitudes and feelings may have already been constructed about the product

Related Methods: Informance, Classic Ethnography"	Extreme User Interviews. IDEO Flashcards.	"Gathering information
Generating ideas/concepts"							1311846293	1311926353																
Extreme User Interviews	Extreme User Interviews utilize the perspectives of users at opposite ends of the familiarity spectrum. Users who are either extremely familiar or completely unfamiliar with a product are asked to evaluate their experience of using it. 	understand	The unfamiliar user will most likely have an unbiased account of the product since his/her experience in using the product will be very little.	http://roschuni.com/wiki/index.php/Extreme_User_Interviews																									
Fishbowl	Process: Create a handout with Points to discuss on left side and and right side have evidence supporting the points that are about to be discussed. Then in a big room	 arrange chairs in two concentric circles in the room. Inner circle engages in conversation. Outer circle functions as observers and listens. Have one round where the inner circle converses	 and outer circle takes notes on what they hear. After 15 minutes switch the roles. After another 15 minutes	 ask for volunteers to share the information they gathered and ask them to describe their experiences on the inner versus outer circle. 		use the exercise as a segue to a heightened give and take between stake holders. 		pg 94																					
Flow Analysis	Given that flow analysis is the act of analyzing information and the paths information uses to travel through a system	 we must look at a system	 observe it	 and chart/draw a diagram of the flow of information	 in order to find repetitive patterns or other inefficiencies.	understand	 observe	"""Represent the flow of information of activity through all phases of a system or process.""  ""This is useful for identifying bottle necks and opportunities for functional alternatives"" (1)"		designexchange.org	"Stephanidis, Constantine. ""Universal Access in Human-computer ..."" Google Books. Web. 15 Feb. 2011. p 659-664. <http://books.google.com/books?id=49abqU0aHiwC&pg=PA660&lpg=PA660&dq=Activity analysis in participatory design&source=bl&ots=QzWzhYsxJQ&sig=ib2W9a_E9o9JS7i2AlH0J-jpMz8&hl=en&ei=QCJaTZvXL4W8sQP3vJmgCg&sa=X&oi=book_result&ct=result&resnum=2&ved=0CCIQ6AEwAQ#v=onepage&q=Activity analysis in participatory design&f=false>."	Garrigou	 A.	 Daniellous	 F.	 Carballeda	 G.	 Ruaud	 S. Activity analysis in participatory design and analysis of participatory design activity.1995.										
Flow Analysis	 The purpose of Flow Analysis is to represent the flow of information of activity through all phases of a system or process. This is useful for identifying bottle necks and opportunities for functional alternatives . 		Related Methods: interview	 focus groups	 Document Analysis	 expert interviews	 Immersive experience	 lead users	 participant observation	 pictorial story telling	Flow Analysis	 IDEO Method Cards.ISBN 0-9544132-1-0	"Analyzing/synthesizing information
Evaluating ideas/concepts"							1311846582	1312278141								
Fly on the wall	Observe an environment without interacting or relating to the individual activities present. Record all people	 interactions	 and behavior	understand	 observe	"""It is useful to see what people actually do within real contexts and time frames, rather than accept what they say they did after the fact."""		http://roschuni.com/wiki/index.php/Fly_on_the_wall																					
Fly On The Wall	Fly On the Wall involves obsevation without interaction. It is useful to see what people actually do within real contexts and time frames	 rather than accept what they say they did after the fact.	"1. Observe an environment without interacting or relating to the individual activities present. 
2. Record all people, interactions, and behavior. "	Related Methods: Story boarding	 Personas	 Interviews	 Ethnography	 Serial Hanging Out	 Activity Analysis	Fly on the Wall IDEO Method Cards.ISBN 0-9544132-1-0	Gathering information							1311846867	1311846910										
Focus Group	A focus group is a staged face-to-face discussion typically involving 6-12 people and chaired by an impartial moderator. Its aim is to solicit focused feedback on specific issues or design ideas	 giving designers firsthand experience of user reaction. Selection of focus group participants is critical as group dynamics play a key role. Some participants may be empowered	 other intimidated. Focus groups should therefore work in conjunction with other methods such as interviews	 giving everyone the opportunity to contribute.	understand	 measure	Focus groups can take a great deal of time and energy to organise	 but for the inclusive design process it can offer fresh insights for design researchers as well as generate wider understanding between participants	 a win-win situation…’ Design anthropologist Jo-Anne Bichard		http://designingwithpeople.rca.ac.uk/methods/focus-group	DADDY COOL (website)	http://www.designcouncil.org.uk/en/About-Design/Design-Methods/Character-profile...																
Focus Groups	"Focus groups are guided discussions of a small group of citizens. They are normally one-off sessions although several may be run simultaneously in different locations. 
A facilitator leads a guided discussion of 6-12 people on a specific topic. A typical focus group normally lasts one or two hours and is normally recorded and a report is produced of the process and results. This is then distributed to all the participants. The focus group may be watched by the client or other interested parties. 
Focus groups provide useful information on how people respond to particular questions or issues, but the short amount of time limits the depth of discussion that can be had."	understand		Focus groups allow for an in depth discussion on a specific topic with a few people over a couple of hours.  It allows the client to have a greater understanding of what may lie behind an opinion or how people approach an issue. 	User panels	 Members of the focus group can be selected to be representative of the population at large or of a specific group of the population. It can be a good way of engaging marginalised groups. 	http://www.peopleandparticipation.net/display/Methods/Focus+Groups		http://www.visualcomplexity.com/vc/project.cfm?id=209																				
Focus Groups	"A focus group is a forum of selected people controlled by an impartial moderator to give feedback to design ideas. 

There are 2 possible times to conduct focus groups:
1. In the beginning during strategic research – when researching what the target market wants, focus groups are usually done after quantitative studies such as surveys, in order to explore statistics in greater depth.
2. At the end after the creative executions are done, finding out how the target market perceives the finished product so that adjustments can be made before the product is released to the public.

This method is often used as a complementary tool to interviews and observation."	"There are several Key Characteristics of a Successful Focus Group: 1. Carefully select and prepare participants
2. Prepare well for the meeting
3. Create a democratic, supportive and informal atmosphere
3. Skillfully moderate the discussion
4. Pay attention to the individual needs of different consumers
5. 6-8 participants is an optimal number; however, sometimes larger numbers of participants representing differing viewpoints can raise important issues
6. May be desirable to include critical users representing the extremes of the user group to ensure inclusive design
"	"The 10 S's: 
1. Synergy – the group process generates a wider range of information than would accrue from a comparable number of depth interviews.
2. Snowballing – respondent interaction creating a chain of thought and ideas.
3. Serendipity – a great idea can drop out of the blue.
4. Stimulation – respondent’s views are brought out by the group process.
5. Security – respondents are more likely to be candid as there will probably be other similar people there, and there is less individual pressure than in a depth interview.
6. Spontaneity – because no one individual is required to respond to a question, this encourages a spontaneous response when people have a definite point of view.
7. Specialization – a trained moderator can interview more respondents in a given 7. session.
8. Structure – it is easier for the moderator to reintroduce a topic not adequately covered before than in a depth interview.
9. Speed – quicker than individual interviews.
10. Scrutiny – can be observed by members of the research team.

The term was first coined by psychologist and marketing expert Ernest Dichter. Focus groups have expanded in development greatly after 1987. Since then, they have been found useful in Sociology, Psychology, Social Science, Health etc. The scope of Focus group applications is far reaching, and development in all fields is continuing to grow.

Benefits of Method:
1. A focus group produces data and insights that would be less accessible without the interaction that can be found in a group setting. Participants can inspire each other and cause them to remember or share things that would not have come out through a one-on-one interview.
2. Extrinsic issues of process (e.g. quicker, cheaper, observable by clients, easier to analyze)

Deficits of Method: 
1. Qualitative data is harder to analyze
2. Costly to hold focus groups
3. The success often hinges on having a good moderator
4. Unable to match the depth and detail generated by individual interviews and to uncover subtleties in attitudes. Deeper attitudinal data was felt to be closed off in the focus groups, yet was accessible in the individual depth interviews.

Related Methods: Unfocus Groups, Interviews, Direct Observation, Conjoint Techniques"	"Langford, Joe and Deana McDonagh. Focus Groups. New York: Taylor and Francis, 2003. Print.
Hypponen, Hannele. The Methods Lab: Focus GroupsZikmund, W.G. (1997), Exploring Marketing Research, 6th ed., The Dryden Press, Fort Worth, TX.http://www.nytimes.com/1998/08/02/nyregion/the-view-from-peekskill-tending-the-flame-of-a-motivator.html?n=Top%2FNews%2FScience%2FTopics%2FResearchMorgan
David L. Focus Groups. 
Annual Review of Sociology, Vol.22, 1996. Web.
Barbour, Rosaline S. Using Focus Groups in General Practice. Family Practice 1995. Print."	Gathering information							1311847157	1311847290																
Forced analogy	Participants generate a random list of things-animals	 objects	 or people and write them in index cards. For each item	 write the qualities or attributes. Then shuffle the cards and distribute them randomly. Then use the cards to develop analogies to the problem or issue at hand	 asking: How is this problem similar to [random object]? How would I solve this problem with [random oject]? A truly random list of objects will push the boundaries of the group's mindset and create new perspectives. 		 develop analogies to the problem or issue at hand	 asking: How is this problem similar to [random object]? How would I solve this problem with [random oject]? A truly random list of objects will push the boundaries of the group's mindset and create new perspectives. 		pg 95																			
Forced ranking	Obligates the group to make difficult decisions	 and each item is ranked relative to the others. This is an important step in making decisions on items like investments-wherever a clear	 prioritized list is needed. 		may be difficult for participants	 as it requires they make a clear cut assesments about a set of items		pg 67																					
forced relationships	"asks ""what would result if I combined or joined this thing to that thing?"" with conclusions providing deeper insight into the roles of both ""components."" "																												
Forum Theatre	Forum Theatre is an interactive form of theatre that encourages audience interaction and explores different options for dealing with a problem or issue. Forum Theatre is often used by socially excluded and disempowered groups. 		Forum Theatre is an interactive form of theatre that encourages audience interaction and explores different options for dealing with a problem or issue. Forum Theatre is often used by socially excluded and disempowered groups. 	socially excluded groups	http://www.peopleandparticipation.net/display/Methods/Forum+Theatre																								
Fused Deposition Models	"“A rapid prototyping process used to produce functional ABS thermoplastic models directly from CAD data.” [1]
Process:
The build material, a production quality thermoplastic, is melted and then extruded through a specially designed head onto a platform to create a two-dimensional cross section of the model. The cross section quickly solidifies, and the platform descends where the next layer is extruded upon the previous layer. This continues until the model is complete, where it is then removed from the build chamber and cleaned for shipping. [2]"																												
Fused Deposition Models	"Fused Deposition Modeling is a manufacturing technology used to create models and prototypes directly from CAD files.It is a rapid prototyping process used to produce functional ABS thermoplastic models directly from CAD data.

This method should be used when the designer needs the part to be made of production-grade thermoplastics, such as ABS, ABSi, polyphenylsulfone (PPSF), polycarbonate (PC) and Ultem 9085, including PC-ABS. "	"1. The build material, a production quality thermoplastic, is melted
2. The material is extruded through a specially designed head onto a platform to create a two-dimensional cross section of the model
3. The cross section quickly solidifies, and the platform descends where the next layer is extruded upon the previous layer
4. This continues until the model is complete, where it is then removed from the build chamber and cleaned for shipping. "	"Benefits of Method: 
-Utilizes the same thermoplastics used in injection molding.
-High strength
-Cost effective
-Multiple colors
-Water Proof

Deficits of Method: Not to be used for complex models with overhangs."	"What Is Fused Deposition Modeling - FDM? Metals - All About Metals Businesses, Properties, Markets and Careers. Web. 09 Nov. 2010. http://metals.about.com/library/weekly/aa-rp-fdm.htm.
Fused Deposition Modeling (FDM) | Rapid Prototyping | Quickparts.com. Rapid Prototyping and Injection Molding Services | Quickparts.com. Web. 09 Nov. 2010. http://www.quickparts.com/LowVolumePrototypes/FDM.aspx.
Fused Deposition Modeling. Wikipedia, the Free Encyclopedia. Web. 09 Nov. 2010. http://en.wikipedia.org/wiki/Fused_deposition_modeling.
Fused Deposition Modeling (FDM). Phoenix Analysis  Design Technologies. Web. 09 Nov. 2010. http://www.padtinc.com/rm/fdm/default.htm."	Building ideas/concepts/subconcepts							1311847324	1311847324																
Future Search	A Future Search conference is a way for a community or organisation to create a shared vision for its future. It engages a large group of stakeholders who take part in a highly structured process lasting ideally two and a half days.		A Future Search conference is a way for a community or organisation to create a shared vision for its future. 		http://www.peopleandparticipation.net/display/Methods/Future+Search	HAPPY MAIL	 IMPROVING THE ELDERLY HOME EXPERIENCE (website)	(2005) Benedikte S. Als	 Janne J. Jensen	 Mikael B. Skov	 Comparison of Think-aloud and Constructive Interaction in Usability Testing with Children	 Proceedings of the 2005 conference on Interaction design and children	 Boulder	 Colorado															
Google Search	Google Search can be an easy way to find inspiration	 opinions	 and other tools that can help you simplify	 expand	 and help you with your design method!<	understand	Use in the beginning	 middle and throughout the research process. The web is one of the easiest	 fastest	 and most wide ranging ways to accese information. Dont forget about this amazing tool just because its so easy!	Search engines	designexchange.org																	
Google Search	"Google Search can be an easy way to find inspiration, opinions, and other tools that can help you simplify, expand, and help you with your design method.

Use in the beginning, middle and throughout the research process. The web is one of the easiest, fastest, and most wide ranging ways to accese information."	"1. Enter your research area into ""Google"" search engine or any other internet search engine
2. Use search optimization techniques to find useful information. The websites below are links to google search tips:
 http://www.google.com/support/websearch/bin/answer.py?hl=en&answer=134479
 http://lifehacker.com/339474/top-10-obscure-google-search-tricks"	Related Methods: Literature Review	Ian Leighton	 design and mechanical engineering student at UC Berkeley. Interview 3/30/10	Gathering information							1311847781	1311847781															
Graphic Recording	"Graphic recording involves capturing on large-sized paper using artwork, words, images and colour participants ideas. 
Graphic recording is a method that is used to record meetings, and other group events, in words and pictures on large displays. Capturing the work of the group in this way is used to facilitate productivity and understanding in a group situation. "		 Capturing the work of the group in this way is used to facilitate productivity and understanding in a group situation. 	businesses	 organizations	http://www.peopleandparticipation.net/display/Methods/Graphic+Recording																							
Group Sketching	"The group sketching is a quick, fast and economic tool for developing and explaining ideas simultaneously.It is used during the co-design sessions in order to share the insights inside the team: this tool offers a common ground for the discussion even when the participants have different cultural and social backgrounds.
It is based on basic and simple drawings in order to encourage the participation of everybody."		It is used during the co-design sessions in order to share the insights inside the team: this tool offers a common ground for the discussion even when the participants have different cultural and social backgrounds.	Diversity	http://www.servicedesigntools.org/tools/34		"""Error Analysis,"" IDEO Method Cards. ISBN 0-9544132-1-0"																						
Heuristic Evaluation	"Heuristic evaluation is a form of usability inspection where usability specialists judge whether each element of a user interface follows a list of established usability heuristics.     
""Expert evaluation is similar, but does not use specific heuristics.""    
""Usually two to three analysts evaluate the system with reference to established guidelines or principles, noting down their observations and often ranking them in order of severity. The analysts are usually experts in human factors or HCI, but others, less experienced have also been shown to report valid problems.""    
""A heuristic or expert evaluation can be conducted at various stages of the development lifecycle, although it is preferable to have already performed some form of context analysis to help the experts focus on the circumstances of actual or intended product usage."" "		It is beneficial to carry out a heuristic evaluation on early prototypes before actual users are brought in to help with further testing.	http://www.usabilitynet.org/tools/expertheuristic.htm			"Draw the Experience."" IDEO Flashcards."																						
Heuristic Ideation technique	Use a matrix to generate  ideas or approaces to a solution. Use three heustistics: 1. A new idea can be generated from remixing the attributes of an existing idea. 2. A new idea is best understood by describing its two essential attributes. 3. The more different or surprising the combination of the two attributes	 the more compelling the idea. 		Use a matrix to generate  ideas or approaces to a solution.		pg 98		documented by Edward tauber in his 1972 paper																					
History Map	shows you how to map moments and metrics that shaped your organization. Great way to familiarize new people with an organization's history and culture during periods of rapid growth. 		encourages people to free-associate and see potential new ideas		pg 104																								
Human-computer interaction (HCI)	is an area of research and practice that emerged in the early 1980s	 initially as a specialty area in computer science. HCI has expanded rapidly and steadily for three decades	 attracting professionals from many other disciplines and incorporating diverse concepts and approaches. To a considerable extent	 HCI now aggregates a collection of semi-distinct fields of research and practice in human-centered informatics. 				http://www.interaction-design.org/encyclopedia/human_computer_interaction_hci.html	MAYPOLE (website)	(2000) Marion Buchenau	 Jane Fulton Suri	 Experience Prototyping	 paper presented at the Symposium on Designing Interactive Systems.																
Identity Construction	"Identity Construction is used primarily as a part of Human Centered Design to improve the user experience and emphasize the importance of users in the entire design process[1]. There are several methods of gathering information about the user's background, but the most effective method of identity construction is ""stroytelling”"	synthesize	Identity Construction is best used in the phase of the design process in which UCD (User-centered Design) is more relevant. This is generally used before a product is released into the market	 but may also be used before product development and/or prototyping begins.		http://roschuni.com/wiki/index.php/Identity_Construction							1311847921	1311847921															
Identity Construction	"Identity Construction is used primarily as a part of Human Centered Design to improve the user experience and emphasize the importance of users in the entire design process.  Indentity Construction focuses on the user and the user only. From this research method, the design team can learn more about the users' lives and can effectively use this knowledge when designing the product itself as a means to make it more personal, which is generally what the user prefers.

Construction is best used in the phase of the design process in which UCD (User-centered Design) is more relevant. This is generally used before a product is released into the market, but may also be used before product development and/or prototyping begins"	"There are several methods of gathering information about the users background, but the most effective method of identity construction is storytelling.  

Identity Construction seeks to gather data about users' lives around, experiences with, and attitudes about the product under design/marketing in the form of recorded (either audio or text) stories."	Related Methods: Behavior Sampling	 Character Profiles	 Diary Studies	 Interviews	 Surveys	 Screening	 Classic Ethnography	 Virtual Ethnography	 Rapid Ethnography	Mamykina	 Lena	 Miller	 Andrew D.	 Mynatt	 Elizabeth D.	 and Daniel Greenblatt. Constructing Identities through Storytelling in Diabetes Management. CHI 2010: Caring for Ourselves. Atlanta	 CA	 USA. 2010.	Gathering information							1311848343	1311848746
immersive experience	"* ""Researchers may immerse themselves in the user experience in order to gain insights into actual life circumstances""[1]
* Researchers may want to experience the difficulties/problems that users/participants encounter so the designers can avoid shortcomings"		This method can help in all parts of the design process except in the development phase. It can be used to define the problem	 recognize its' functional specifications	 and used to evaluate which specifications should be selected.		http://roschuni.com/wiki/index.php/Immersive_Experience		Buchenau	 M.	 Suri	 J.	 Experience Prototyping																
Immersive Workshop	"Description: A workshop that replicates and accelerates the front end stages of a typical design development process and can be tailored to the specific aims of its organisers through the framing of the brief and the selection of participants. .

Purpose: Visualised design ideas, design scenarios and simple prototypes depending on the time frame and context

Context: Early to mid stages of the design process"		"Best suited to: 
Rapid revelation, demonstration and analysis of issues, knowledge generation and knowledge transfer

Brainstorming and visualisation of new design concepts

Taking designers out of their comfort zones, enabling them to envisage issues and scenarios of which they may have been unaware

Related methods: Interview, Day in the Life, Observation & Shadowing, Prototyping
"	http://designingwithpeople.rca.ac.uk/methods/immersive-workshop	"Gathering information
Analyzing synthesizing ideas
generating ideas/concepts
"																								
Improvisation	"Designers may play a large variety of these group games before or during any design period. Games can last anywhere from 5mins to 1 hour depending on structure and time desired to play.
Various Games include:
* Yes and...
* Group Drawing
* Im in a Tree
* Circle of words
* Circle of non-associated words
* What are you doing?
* More-Less"		Improvisation can be used in many different ways to facilitate the design process. It can increase creativity	 innovative thinking	 teamwork	 constructive thought	 spontaneity	 ability to work towards a common goal and presentation skills	 while it decreases fear of failure	 and self promoting action		http://roschuni.com/wiki/index.php/Improvisation																	
Improvisation	Way of thinking with your body. Example role play	 where you take the role of a character	 imagine a situation	 and act as you you think your character would act in that situation. 				pg 24																					
Informance	"Informance Design is used to render scenarios as plays and interactive environments, allowing designer “actors” to role-play as consumers, using simple prototypes as their “props.""
The process, though presented in a linear format, has considerable overlap.

The mise en scène of the information is called informance. It means representing an idea by acting in order to tell, explain and share it.
Either the actors are professionals or not, the way the story is represented should be relevant with reference with the contents so that the presentation becomes a real support for the communication of the idea and not an element of distraction.
"		Can be used to encompass the entire design process or in conjuction with similar methods at various stages throughout the design process.	http://www.servicedesigntools.org/tools/33	http://roschuni.com/wiki/index.php/Informance		"Burns, C., Dishman, E., Johnson, B., and Verplank, B. ""Informance"": Min(d)ing future contexts for scenariobased interaction design. Presented at BayCHI (Palo Alto, August 1995)."																						
Integration Prototype	"Integration Prototypes strive to address the three main ways in which prototypes can be valuable to designers. Houde and Hill define the three types of questions a prototype can address as: the role of a product in the larger use context; its look and feel; and its technical implementation. [1] [2]
Role refers to questions about the function that an artifact serves in a user’s life—the way in which it is useful to them. Look and feel is concerned with questions about the concrete sensory experience of using an artifact—what the user looks at, feels and hears while using it. Implementation refers to algorithms and engineering techniques used to realize functionality of a product — “the ‘nuts and bolts’ of how it actually works.” [1] [2]"	prototype	"Integration Prototypes strive to address the three main ways in which prototypes can be valuable to designers. Houde and Hill define the three types of questions a prototype can address as: the role of a product in the larger use context; its look and feel; and its technical implementation. [1] [2]
Role refers to questions about the function that an artifact serves in a user’s life—the way in which it is useful to them. Look and feel is concerned with questions about the concrete sensory experience of using an artifact—what the user looks at, feels and hears while using it. Implementation refers to algorithms and engineering techniques used to realize functionality of a product — “the ‘nuts and bolts’ of how it actually works.” [1] [2]"		http://roschuni.com/wiki/index.php/Integration_Prototypes		"Hartmann. ""Prototypes."" Design Clinics. Web. 30 Nov. 2010. <http://designclinics.pbworks.com/w/file/21216378/hartmann-prototypes-ch2.pdf>."																						
Interaction Design	"Like industrial design, the discipline would start from the needs and desires of the people who use a product or service, and strive to create designs that would give aesthetic pleasure as well as lasting satisfaction and enjoyment
Interaction design is about shaping digital things for people’s use"				http://www.interaction-design.org/encyclopedia/interaction_design.html		"""What Is Laminated Object Manufacturing - LOM?"" Metals - All About Metals Businesses, Properties, Markets and Careers. Web. 09 Nov. 2010. <http://metals.about.com/library/weekly/aa-rp-lom.htm>."																						
Interaction Table	The interaction table is a diagram supporting the strategic discussion.The starting point for its construction is the traditional storyboard describing the interaction step by step (the blueprint)	 in this case the storyboard should be expanded with descriptions and images till it becomes a total illustration of the service	 a representation where all the resources	 the competences and the activities are both shown visually and described verbally.		he interaction table is a diagram supporting the strategic discussion.		http://www.servicedesigntools.org/tools/37																					
Intervention/Provocation	"Description: The designer places 2D graphic visualisations or 3D objects within an environment to stimulate discussion and elicit a response from the user. These designed elements take the form of interventions or provocations within the research process, engaging a person’s imagination and encouraging a fuller response in ways that more formal interview and questionnaire techniques cannot achieve. Interventions can include futuristic prototypes that express new ideas; provocations can include shock imagery or incongruous juxtapositions.

Purpose: Greater engagement by the user and better understanding of their motivation

Context: Earlier stages of the design process – exploration and focus"		"Best suited to:
 Exploring subjects that could be sensitive- such as bathing or sexual health

Testing speculative design concepts with an early-stage intervention

Related methods: Interviews, Questionnaires, Immersive Workshops, Participation Design Games"	http://designingwithpeople.rca.ac.uk/methods/intervention-provocation	"gathering information
analyzing synthesizing ideas
"		Fozard	 James L. The Methods Lab: Longitudinal Analysis. Clearwater	 Florida.																				
Interviews	"Description: 
* One-on-one interviews provide information about individual actions and motivations that cannot be obtained in group discussions

Purpose: Deeper insight into people’s needs and perspectives

Context: Early to mid stages of the design process.

"	"Process:
* An interview is a conversation between a researcher and a respondent selected according to agreed criteria.
o It typically lasts an hour or two and may take place in any agreed setting.
* Interviews are particularly suitable for discussing sensitive issues, product categories where over-claiming or under-claiming is known to be a problem, and cases where individuality is of prime importance."	"Benefits of the method: 
Perfect for discussing:[1]
Circumstances of unique applicability, especially those involving sensitive or personal topics
Product categories where over-claiming or under-claiming is known to be a problem
Cases where individuality is of prime importance
Preferred to focus groups where people would be swayed by other participants' beliefs and conversation

Deficits of the method: 
Success depends on the interviewer's level of interpersonal skills

Individual depth interviews are more difficult to interpret, due to the sequential nature of data gathering masking an overview of consensus

Related methods: 
Focus Group, Observation & Shadowing, Day in the Life, Video Ethnography, Questionnaires
"	http://designingwithpeople.rca.ac.uk/methods/interview	"Gathering information
Analyzing/synthesizing information"																								
Issue Cards	"The issue cards are a physical instrument used as a peg to induce and feed interactive dynamics inside a team.Each card could contain an insight, a picture, a drawing or a description; everything is able to suggest new interpretations of the problem and to induce the assumption of a different point of view. The result is the identification of new criticalities and opportunities in the context of reference.
The heterogeneity and simplicity of the contents are required to guarantee the success of this tool."		The issue cards are a physical instrument used as a peg to induce and feed interactive dynamics inside a team.		http://www.servicedesigntools.org/tools/32		"Holder, Susan. ""Lead User."" The Methods Lab: 13. Print."																						
Laminated Object Manufacturing	"“The system utilizes a laser to cut layers of a glue-backed paper material which are bonded together during the process to form the solid model.” 
Process:
1.    Sheet is adhered to a substrate with a heated roller.
2.    Laser traces desired dimensions of prototype.
3.    Laser cross hatches non-part area to facilitate waste removal.
4.    Platform with completed layer moves down out of the way.
5.    Fresh sheet of material is rolled into position.
6.    Platform moves up into position to receive next layer.
7.    The process is repeated."		"“The system utilizes a laser to cut layers of a glue-backed paper material which are bonded together during the process to form the solid model.” 
Process:
1.    Sheet is adhered to a substrate with a heated roller.
2.    Laser traces desired dimensions of prototype.
3.    Laser cross hatches non-part area to facilitate waste removal.
4.    Platform with completed layer moves down out of the way.
5.    Fresh sheet of material is rolled into position.
6.    Platform moves up into position to receive next layer.
7.    The process is repeated."	metal	http://roschuni.com/wiki/index.php/Laminated_Object_Manufacturing	Mobile Phone Lifelogging	Kärkkäinen	 Tuula	 Vaittinen	 Tuomas	 Väänänen-Vainio-Mattila	 Kaisa. I Don’t Mind Being Logged	 but Want to Remain in Control: A Field Study of Mobile Activity and Context Logging. 2010.																
Lateral Thinking	"Description: Designers and users are involved in a series of shared mental activities to provoke new ideas. 

Purpose: A range of ideas and early-stage concepts


Context: Early stages of the design process"	A useful starting point for this method is to list the sequence of actions in a particular process	 then play around with these by removing	 reversing or distorting some of them to provoke lateral thinking. Concepts that are generated may be sketched or written by either the designer or user.	"Best suited to: Generating a broad range of concepts for further development
Building empathy with users
Tackling a problem in new ways if thinking is stagnating

Related method: interview, emphatic design"	http://designingwithpeople.rca.ac.uk/methods/lateral-thinking	Gathering information		Walsh	 Greg	 Druin	 Allison	 Guha	 Mona Leigh	 Foss	 Elizabeth	 Golub	 Evan	 Hatley	 Leshell	 Bonsignore	 Elizabeth	 Franckel	 Sonia. Layered Elaboration: A New Technique for Co-Design with Children. 2010.					
